Год;Пол;Возраст;Число доживших;Коэффициент смертности;Число умерших;Вероятность смерти;Число живущих;Число прожитых человеко-лет;Ожидаемая прожолжительность предстоящей жизни
1962;Мужчины;47;83209;0,00841;697;0,00838;82861;2044611;24,57
1962;Мужчины;48;82512;0,00965;793;0,00961;82116;1961750;23,78
1962;Мужчины;49;81719;0,00941;765;0,00936;81337;1879634;23
1962;Мужчины;50;80954;0,01149;925;0,01143;80492;1798298;22,21
1962;Мужчины;51;80030;0,01156;920;0,0115;79570;1717806;21,46
1962;Мужчины;52;79109;0,01371;1077;0,01361;78571;1638236;20,71
1962;Мужчины;53;78032;0,01335;1035;0,01326;77515;1559665;19,99
1962;Мужчины;54;76997;0,01507;1152;0,01496;76422;1482150;19,25
1962;Мужчины;55;75846;0,01672;1257;0,01657;75217;1405729;18,53
1962;Мужчины;56;74589;0,01887;1395;0,0187;73891;1330511;17,84
1962;Мужчины;57;73194;0,0199;1442;0,0197;72473;1256620;17,17
1962;Мужчины;58;71752;0,0219;1555;0,02167;70975;1184147;16,5
1962;Мужчины;59;70197;0,02356;1635;0,02329;69380;1113173;15,86
1962;Мужчины;60;68562;0,03015;2037;0,02971;67544;1043793;15,22
1962;Мужчины;61;66526;0,0274;1798;0,02703;65627;976249;14,67
1962;Мужчины;62;64727;0,03504;2229;0,03444;63613;910622;14,07
1962;Мужчины;63;62498;0,03135;1929;0,03086;61534;847009;13,55
1962;Мужчины;64;60569;0,03668;2181;0,03601;59478;785476;12,97
1962;Мужчины;65;58388;0,04053;2319;0,03972;57228;725997;12,43
1962;Мужчины;66;56068;0,0382;2102;0,03749;55018;668769;11,93
1962;Мужчины;67;53967;0,04628;2441;0,04523;52746;613752;11,37
1962;Мужчины;68;51526;0,04653;2343;0,04547;50354;561006;10,89
1962;Мужчины;69;49183;0,04482;2156;0,04384;48105;510651;10,38
1962;Мужчины;70;47027;0,05974;2728;0,05801;45663;462547;9,84
1962;Мужчины;71;44299;0,0497;2148;0,04849;43225;416884;9,41
1962;Мужчины;72;42151;0,07624;3096;0,07345;40603;373659;8,86
1962;Мужчины;73;39055;0,06405;2424;0,06207;37843;333056;8,53
1962;Мужчины;74;36631;0,07987;2813;0,07679;35224;295213;8,06
1962;Мужчины;75;33818;0,08607;2791;0,08253;32422;259988;7,69
1962;Мужчины;76;31027;0,0887;2635;0,08493;29710;227566;7,33
1962;Мужчины;77;28392;0,08877;2413;0,08499;27185;197856;6,97
1962;Мужчины;78;25979;0,11084;2728;0,10501;24615;170671;6,57
1962;Мужчины;79;23250;0,08874;1975;0,08495;22263;146056;6,28
1962;Мужчины;80;21275;0,13752;2738;0,1287;19906;123794;5,82
1962;Мужчины;81;18537;0,10336;1822;0,09829;17627;103888;5,6
1962;Мужчины;82;16716;0,15958;2470;0,14776;15480;86261;5,16
1962;Мужчины;83;14245;0,14839;1968;0,13815;13261;70781;4,97
1962;Мужчины;84;12278;0,16474;1869;0,15222;11343;57519;4,68
1962;Мужчины;85;10409;0,19006;1807;0,1736;9505;46176;4,44
1962;Мужчины;86;8602;0,19807;1550;0,18019;7827;36671;4,26
1962;Мужчины;87;7052;0,22302;1415;0,20065;6344;28844;4,09
1962;Мужчины;88;5637;0,2278;1153;0,20454;5061;22499;3,99
1962;Мужчины;89;4484;0,21473;870;0,19402;4049;17439;3,89
1962;Мужчины;90;3615;0,28063;890;0,2462;3170;13389;3,7
1962;Мужчины;91;2725;0,183;457;0,16771;2497;10219;3,75
1962;Мужчины;92;2268;0,28791;571;0,25176;1983;7723;3,4
1962;Мужчины;93;1697;0,2263;345;0,2033;1525;5740;3,38
1962;Мужчины;94;1352;0,24961;300;0,22189;1202;4215;3,12
1962;Мужчины;95;1052;0,31314;285;0,27091;910;3013;2,86
1962;Мужчины;96;767;0,32973;217;0,28292;659;2103;2,74
1962;Мужчины;97;550;0,34675;163;0,29636;469;1445;2,63
1962;Мужчины;98;388;0,36417;119;0,3067;328;976;2,52
1962;Мужчины;99;268;0,38196;86;0,3209;225;648;2,42
1962;Мужчины;100;182;0,40006;61;0,33516;152;423;2,32
1962;Мужчины;101;121;0,41845;42;0,34711;100;271;2,23
1962;Мужчины;102;79;0,43707;28;0,35443;65;171;2,15
1962;Мужчины;103;51;0,45586;19;0,37255;41;105;2,07
1962;Мужчины;104;32;0,47478;12;0,375;26;64;2
1962;Мужчины;105;20;0,49377;8;0,4;16;38;1,93
1962;Мужчины;106;12;0,51278;5;0,41667;9;22;1,87
1962;Мужчины;107;7;0,53176;3;0,42857;6;13;1,81
1962;Мужчины;108;4;0,55064;2;0,5;3;7;1,76
1962;Мужчины;109;2;0,56938;1;0,5;2;4;1,73
1962;Мужчины;110+;1;0,58792;1;1;2;2;1,7
1963;Мужчины;0;100000;0,03507;3404;0,03404;97070;6412357;64,12
1963;Мужчины;1;96596;0,00384;370;0,00383;96411;6315288;65,38
1963;Мужчины;2;96226;0,0018;173;0,0018;96140;6218876;64,63
1963;Мужчины;3;96053;0,00133;128;0,00133;95989;6122737;63,74
1963;Мужчины;4;95925;0,00119;114;0,00119;95868;6026748;62,83
1963;Мужчины;5;95811;0,0011;106;0,00111;95759;5930879;61,9
1963;Мужчины;6;95706;0,00109;104;0,00109;95654;5835120;60,97
1963;Мужчины;7;95602;0,00114;109;0,00114;95547;5739467;60,04
1963;Мужчины;8;95493;0,00099;94;0,00098;95446;5643919;59,1
1963;Мужчины;9;95399;0,00091;87;0,00091;95355;5548473;58,16
1963;Мужчины;10;95312;0,00082;78;0,00082;95273;5453118;57,21
1963;Мужчины;11;95234;0,0007;67;0,0007;95200;5357846;56,26
1963;Мужчины;12;95167;0,00078;74;0,00078;95129;5262645;55,3
1963;Мужчины;13;95092;0,00073;70;0,00074;95057;5167516;54,34
1963;Мужчины;14;95023;0,00088;84;0,00088;94981;5072459;53,38
1963;Мужчины;15;94939;0,00093;88;0,00093;94895;4977478;52,43
1963;Мужчины;16;94851;0,00131;124;0,00131;94789;4882583;51,48
1963;Мужчины;17;94727;0,00159;151;0,00159;94652;4787794;50,54
1963;Мужчины;18;94576;0,0021;199;0,0021;94477;4693142;49,62
1963;Мужчины;19;94378;0,00205;193;0,00204;94281;4598665;48,73
1963;Мужчины;20;94185;0,00206;194;0,00206;94088;4504383;47,82
1963;Мужчины;21;93991;0,00207;195;0,00207;93893;4410296;46,92
1963;Мужчины;22;93796;0,00268;251;0,00268;93670;4316402;46,02
1963;Мужчины;23;93545;0,00264;247;0,00264;93421;4222732;45,14
1963;Мужчины;24;93298;0,00275;256;0,00274;93170;4129311;44,26
1963;Мужчины;25;93041;0,00291;270;0,0029;92906;4036141;43,38
1963;Мужчины;26;92771;0,00313;290;0,00313;92626;3943235;42,51
1963;Мужчины;27;92481;0,00326;301;0,00325;92331;3850609;41,64
1963;Мужчины;28;92180;0,00342;315;0,00342;92023;3758278;40,77
1963;Мужчины;29;91866;0,00313;287;0,00312;91722;3666255;39,91
1963;Мужчины;30;91579;0,00395;361;0,00394;91398;3574533;39,03
1963;Мужчины;31;91217;0,00356;324;0,00355;91055;3483135;38,19
1963;Мужчины;32;90894;0,00443;402;0,00442;90693;3392080;37,32
1963;Мужчины;33;90492;0,00402;363;0,00401;90310;3301387;36,48
1963;Мужчины;34;90129;0,00405;364;0,00404;89947;3211077;35,63
1963;Мужчины;35;89765;0,00474;424;0,00472;89552;3121130;34,77
1963;Мужчины;36;89340;0,00485;432;0,00484;89124;3031577;33,93
1963;Мужчины;37;88908;0,00478;424;0,00477;88697;2942453;33,1
1963;Мужчины;38;88485;0,00539;475;0,00537;88247;2853756;32,25
1963;Мужчины;39;88009;0,00544;478;0,00543;87770;2765509;31,42
1963;Мужчины;40;87531;0,00618;540;0,00617;87262;2677739;30,59
1963;Мужчины;41;86992;0,00546;474;0,00545;86755;2590477;29,78
1963;Мужчины;42;86518;0,00712;614;0,0071;86211;2503722;28,94
1963;Мужчины;43;85904;0,00627;537;0,00625;85636;2417511;28,14
1963;Мужчины;44;85367;0,00658;560;0,00656;85087;2331875;27,32
1963;Мужчины;45;84807;0,00841;710;0,00837;84452;2246788;26,49
1963;Мужчины;46;84097;0,00759;636;0,00756;83779;2162336;25,71
1963;Мужчины;47;83461;0,00865;719;0,00861;83102;2078557;24,9
1963;Мужчины;48;82742;0,00946;779;0,00941;82353;1995455;24,12
1963;Мужчины;49;81963;0,00941;768;0,00937;81579;1913103;23,34
1963;Мужчины;50;81195;0,01132;914;0,01126;80738;1831524;22,56
1963;Мужчины;51;80281;0,01038;829;0,01033;79867;1750785;21,81
1963;Мужчины;52;79452;0,01406;1109;0,01396;78898;1670919;21,03
1963;Мужчины;53;78343;0,01374;1069;0,01365;77808;1592021;20,32
1963;Мужчины;54;77274;0,01372;1053;0,01363;76747;1514213;19,6
1963;Мужчины;55;76221;0,01602;1211;0,01589;75615;1437466;18,86
1963;Мужчины;56;75010;0,01819;1352;0,01802;74334;1361850;18,16
1963;Мужчины;57;73658;0,01977;1442;0,01958;72937;1287517;17,48
1963;Мужчины;58;72216;0,02156;1540;0,02132;71445;1214580;16,82
1963;Мужчины;59;70675;0,02302;1609;0,02277;69871;1143134;16,17
1963;Мужчины;60;69066;0,0282;1921;0,02781;68106;1073264;15,54
1963;Мужчины;61;67146;0,02566;1701;0,02533;66295;1005158;14,97
1963;Мужчины;62;65444;0,03378;2174;0,03322;64357;938862;14,35
1963;Мужчины;63;63270;0,0352;2189;0,0346;62176;874505;13,82
1963;Мужчины;64;61082;0,03248;1952;0,03196;60106;812329;13,3
1963;Мужчины;65;59130;0,03905;2265;0,03831;57997;752223;12,72
1963;Мужчины;66;56865;0,03724;2079;0,03656;55825;694226;12,21
1963;Мужчины;67;54786;0,04462;2391;0,04364;53590;638401;11,65
1963;Мужчины;68;52395;0,0447;2291;0,04373;51249;584811;11,16
1963;Мужчины;69;50104;0,0432;2119;0,04229;49044;533562;10,65
1963;Мужчины;70;47985;0,05809;2709;0,05646;46630;484517;10,1
1963;Мужчины;71;45276;0,04895;2163;0,04777;44194;437887;9,67
1963;Мужчины;72;43113;0,06837;2850;0,06611;41688;393692;9,13
1963;Мужчины;73;40263;0,0747;2899;0,072;38813;352005;8,74
1963;Мужчины;74;37363;0,06352;2300;0,06156;36213;313191;8,38
1963;Мужчины;75;35063;0,08838;2968;0,08465;33579;276978;7,9
1963;Мужчины;76;32095;0,08761;2694;0,08394;30749;243399;7,58
1963;Мужчины;77;29402;0,08328;2351;0,07996;28226;212650;7,23
1963;Мужчины;78;27051;0,10899;2796;0,10336;25653;184424;6,82
1963;Мужчины;79;24255;0,09151;2122;0,08749;23194;158771;6,55
1963;Мужчины;80;22132;0,12686;2640;0,11928;20812;135578;6,13
1963;Мужчины;81;19492;0,09849;1830;0,09388;18577;114765;5,89
1963;Мужчины;82;17663;0,1399;2309;0,13073;16508;96188;5,45
1963;Мужчины;83;15353;0,15929;2265;0,14753;14221;79680;5,19
1963;Мужчины;84;13088;0,15039;1831;0,1399;12173;65460;5
1963;Мужчины;85;11257;0,18146;1873;0,16639;10321;53287;4,73
1963;Мужчины;86;9384;0,19646;1679;0,17892;8545;42966;4,58
1963;Мужчины;87;7706;0,20126;1409;0,18284;7001;34421;4,47
1963;Мужчины;88;6297;0,21459;1220;0,19374;5686;27420;4,35
1963;Мужчины;89;5076;0,19102;885;0,17435;4634;21734;4,28
1963;Мужчины;90;4191;0,2642;978;0,23336;3702;17100;4,08
1963;Мужчины;91;3213;0,16501;490;0,15251;2968;13398;4,17
1963;Мужчины;92;2723;0,21206;522;0,1917;2462;10430;3,83
1963;Мужчины;93;2201;0,2624;511;0,23217;1946;7967;3,62
1963;Мужчины;94;1691;0,18708;289;0,1709;1546;6022;3,56
1963;Мужчины;95;1401;0,27839;342;0,24411;1230;4476;3,19
1963;Мужчины;96;1059;0,29229;270;0,25496;924;3246;3,07
1963;Мужчины;97;789;0,30659;210;0,26616;684;2322;2,94
1963;Мужчины;98;579;0,32127;160;0,27634;499;1638;2,83
1963;Мужчины;99;419;0,33632;121;0,28878;359;1139;2,72
1963;Мужчины;100;298;0,3517;89;0,29866;254;780;2,62
1963;Мужчины;101;209;0,3674;65;0,311;177;527;2,52
1963;Мужчины;102;144;0,38338;46;0,31944;121;350;2,43
1963;Мужчины;103;98;0,39962;33;0,33673;81;229;2,34
1963;Мужчины;104;65;0,41609;22;0,33846;54;147;2,26
1963;Мужчины;105;43;0,43274;15;0,34884;35;93;2,19
1963;Мужчины;106;28;0,44955;10;0,35714;22;58;2,12
1963;Мужчины;107;17;0,46647;7;0,41176;14;36;2,06
1963;Мужчины;108;11;0,48347;4;0,36364;9;22;2
1963;Мужчины;109;7;0,50051;3;0,42857;5;13;1,96
1963;Мужчины;110+;4;0,51755;4;1;8;8;1,93
1964;Мужчины;0;100000;0,03203;3117;0,03117;97292;6489213;64,89
1964;Мужчины;1;96883;0,00332;321;0,00331;96723;6391922;65,98
1964;Мужчины;2;96562;0,00157;152;0,00157;96486;6295199;65,19
1964;Мужчины;3;96410;0,00123;118;0,00122;96351;6198713;64,3
1964;Мужчины;4;96292;0,00104;101;0,00105;96242;6102362;63,37
1964;Мужчины;5;96191;0,00102;98;0,00102;96142;6006121;62,44
1964;Мужчины;6;96093;0,001;96;0,001;96045;5909979;61,5
1964;Мужчины;7;95997;0,00101;97;0,00101;95949;5813933;60,56
1964;Мужчины;8;95900;0,00088;85;0,00089;95858;5717985;59,62
1964;Мужчины;9;95815;0,00085;82;0,00086;95774;5622127;58,68
1964;Мужчины;10;95734;0,00079;76;0,00079;95696;5526353;57,73
1964;Мужчины;11;95658;0,00067;64;0,00067;95626;5430657;56,77
1964;Мужчины;12;95594;0,0007;67;0,0007;95560;5335031;55,81
1964;Мужчины;13;95527;0,0007;67;0,0007;95493;5239470;54,85
1964;Мужчины;14;95460;0,0008;76;0,0008;95422;5143977;53,89
1964;Мужчины;15;95384;0,00092;88;0,00092;95340;5048555;52,93
1964;Мужчины;16;95296;0,00108;103;0,00108;95244;4953216;51,98
1964;Мужчины;17;95193;0,0016;152;0,0016;95117;4857971;51,03
1964;Мужчины;18;95041;0,00184;175;0,00184;94953;4762854;50,11
1964;Мужчины;19;94866;0,00199;188;0,00198;94772;4667901;49,21
1964;Мужчины;20;94677;0,00212;200;0,00211;94577;4573130;48,3
1964;Мужчины;21;94477;0,00181;171;0,00181;94392;4478553;47,4
1964;Мужчины;22;94306;0,00225;212;0,00225;94200;4384161;46,49
1964;Мужчины;23;94094;0,00274;258;0,00274;93965;4289961;45,59
1964;Мужчины;24;93836;0,00263;246;0,00262;93713;4195995;44,72
1964;Мужчины;25;93590;0,00283;265;0,00283;93458;4102282;43,83
1964;Мужчины;26;93326;0,00292;272;0,00291;93189;4008824;42,96
1964;Мужчины;27;93053;0,00316;294;0,00316;92906;3915635;42,08
1964;Мужчины;28;92759;0,00332;307;0,00331;92606;3822728;41,21
1964;Мужчины;29;92452;0,00338;312;0,00337;92296;3730123;40,35
1964;Мужчины;30;92140;0,0037;340;0,00369;91969;3637827;39,48
1964;Мужчины;31;91799;0,00324;297;0,00324;91651;3545857;38,63
1964;Мужчины;32;91502;0,00434;396;0,00433;91304;3454207;37,75
1964;Мужчины;33;91106;0,00416;378;0,00415;90917;3362902;36,91
1964;Мужчины;34;90728;0,00427;387;0,00427;90535;3271985;36,06
1964;Мужчины;35;90342;0,0044;397;0,00439;90143;3181450;35,22
1964;Мужчины;36;89945;0,00481;432;0,0048;89729;3091307;34,37
1964;Мужчины;37;89513;0,00475;424;0,00474;89301;3001578;33,53
1964;Мужчины;38;89089;0,00522;464;0,00521;88857;2912277;32,69
1964;Мужчины;39;88626;0,00516;456;0,00515;88398;2823419;31,86
1964;Мужчины;40;88170;0,00642;564;0,0064;87887;2735022;31,02
1964;Мужчины;41;87605;0,00518;452;0,00516;87379;2647134;30,22
1964;Мужчины;42;87153;0,00672;584;0,0067;86861;2559755;29,37
1964;Мужчины;43;86569;0,00711;614;0,00709;86263;2472894;28,57
1964;Мужчины;44;85956;0,00651;558;0,00649;85677;2386632;27,77
1964;Мужчины;45;85398;0,00733;624;0,00731;85086;2300955;26,94
1964;Мужчины;46;84774;0,00857;723;0,00853;84412;2215869;26,14
1964;Мужчины;47;84050;0,00801;671;0,00798;83715;2131457;25,36
1964;Мужчины;48;83380;0,00875;726;0,00871;83017;2047742;24,56
1964;Мужчины;49;82654;0,00936;770;0,00932;82269;1964726;23,77
1964;Мужчины;50;81884;0,01129;920;0,01124;81424;1882457;22,99
1964;Мужчины;51;80964;0,00999;805;0,00994;80562;1801033;22,24
1964;Мужчины;52;80159;0,01275;1015;0,01266;79651;1720471;21,46
1964;Мужчины;53;79144;0,01405;1104;0,01395;78592;1640820;20,73
1964;Мужчины;54;78040;0,01431;1109;0,01421;77485;1562229;20,02
1964;Мужчины;55;76931;0,01524;1164;0,01513;76349;1484744;19,3
1964;Мужчины;56;75767;0,01631;1226;0,01618;75154;1408395;18,59
1964;Мужчины;57;74541;0,01872;1383;0,01855;73850;1333241;17,89
1964;Мужчины;58;73158;0,02009;1455;0,01989;72431;1259391;17,21
1964;Мужчины;59;71703;0,02196;1557;0,02171;70924;1186960;16,55
1964;Мужчины;60;70146;0,0262;1814;0,02586;69239;1116036;15,91
1964;Мужчины;61;68332;0,02354;1590;0,02327;67537;1046797;15,32
1964;Мужчины;62;66742;0,0317;2083;0,03121;65701;979260;14,67
1964;Мужчины;63;64660;0,03233;2057;0,03181;63631;913559;14,13
1964;Мужчины;64;62602;0,0358;2201;0,03516;61502;849928;13,58
1964;Мужчины;65;60401;0,03433;2039;0,03376;59382;788426;13,05
1964;Мужчины;66;58362;0,03687;2113;0,03621;57306;729044;12,49
1964;Мужчины;67;56249;0,04302;2369;0,04212;55065;671738;11,94
1964;Мужчины;68;53881;0,04324;2281;0,04233;52740;616673;11,45
1964;Мужчины;69;51600;0,04465;2254;0,04368;50473;563933;10,93
1964;Мужчины;70;49347;0,05468;2626;0,05321;48033;513459;10,41
1964;Мужчины;71;46720;0,04685;2139;0,04578;45651;465426;9,96
1964;Мужчины;72;44581;0,0631;2727;0,06117;43218;419775;9,42
1964;Мужчины;73;41854;0,06776;2743;0,06554;40483;376557;9
1964;Мужчины;74;39111;0,0752;2834;0,07246;37694;336075;8,59
1964;Мужчины;75;36277;0,07273;2546;0,07018;35004;298381;8,23
1964;Мужчины;76;33731;0,08826;2851;0,08452;32305;263377;7,81
1964;Мужчины;77;30880;0,07965;2365;0,07659;29697;231071;7,48
1964;Мужчины;78;28514;0,10276;2787;0,09774;27121;201374;7,06
1964;Мужчины;79;25727;0,0904;2225;0,08649;24615;174253;6,77
1964;Мужчины;80;23502;0,12328;2729;0,11612;22138;149639;6,37
1964;Мужчины;81;20773;0,09575;1898;0,09137;19824;127501;6,14
1964;Мужчины;82;18875;0,13342;2361;0,12509;17694;107677;5,7
1964;Мужчины;83;16514;0,13478;2085;0,12626;15471;89983;5,45
1964;Мужчины;84;14429;0,16618;2214;0,15344;13322;74511;5,16
1964;Мужчины;85;12215;0,15545;1762;0,14425;11334;61190;5,01
1964;Мужчины;86;10453;0,18273;1750;0,16742;9578;49855;4,77
1964;Мужчины;87;8703;0,19567;1551;0,17821;7927;40277;4,63
1964;Мужчины;88;7152;0,19755;1286;0,17981;6509;32350;4,52
1964;Мужчины;89;5866;0,18446;991;0,16894;5371;25841;4,41
1964;Мужчины;90;4875;0,24763;1074;0,22031;4338;20470;4,2
1964;Мужчины;91;3801;0,16219;570;0,14996;3516;16132;4,24
1964;Мужчины;92;3231;0,2236;650;0,20118;2906;12616;3,9
1964;Мужчины;93;2581;0,19285;454;0,1759;2354;9710;3,76
1964;Мужчины;94;2127;0,25074;474;0,22285;1890;7356;3,46
1964;Мужчины;95;1653;0,26706;389;0,23533;1458;5466;3,31
1964;Мужчины;96;1264;0,28067;311;0,24604;1108;4007;3,17
1964;Мужчины;97;953;0,29468;245;0,25708;830;2899;3,04
1964;Мужчины;98;708;0,30909;190;0,26836;613;2069;2,92
1964;Мужчины;99;518;0,32389;145;0,27992;446;1456;2,81
1964;Мужчины;100;374;0,33904;108;0,28877;320;1010;2,7
1964;Мужчины;101;266;0,35454;80;0,30075;226;690;2,6
1964;Мужчины;102;186;0,37034;58;0,31183;157;464;2,5
1964;Мужчины;103;128;0,38643;41;0,32031;107;308;2,41
1964;Мужчины;104;86;0,40277;29;0,33721;72;201;2,33
1964;Мужчины;105;57;0,41932;20;0,35088;47;129;2,25
1964;Мужчины;106;37;0,43607;13;0,35135;31;82;2,18
1964;Мужчины;107;24;0,45295;9;0,375;20;51;2,11
1964;Мужчины;108;15;0,46995;6;0,4;12;31;2,06
1964;Мужчины;109;9;0,48702;4;0,44444;8;19;2,01
1964;Мужчины;110+;6;0,50411;6;1;11;11;1,98
1965;Мужчины;0;100000;0,02998;2921;0,02921;97445;6437430;64,37
1965;Мужчины;1;97079;0,00312;302;0,00311;96928;6339984;65,31
1965;Мужчины;2;96776;0,00161;156;0,00161;96699;6243057;64,51
1965;Мужчины;3;96621;0,00127;123;0,00127;96560;6146358;63,61
1965;Мужчины;4;96498;0,00105;101;0,00105;96448;6049799;62,69
1965;Мужчины;5;96397;0,00091;88;0,00091;96353;5953351;61,76
